order_id,sale_date,customer_id,employee_id,product_id,quantity,discount,sale_amount,actual_sale_amount,profit,payment_method,employee_performance,order_branch
SALE00809,30-05-2021,CUST0512,EMP026,PROD010,2,0.1,256,230.4,76.4,UPI,1,Chennai
SALE00810,01-11-2022,CUST1283,EMP081,PROD003,1,0,130,130,43,Wallet,4,Bangalore
SALE00811,02-02-2020,CUST1655,EMP004,PROD003,3,0.1,390,351,90,Card,1,Kolkata
SALE00812,12-10-2019,CUST0970,EMP031,PROD005,3,0,360,360,219,UPI,5,Bangalore
SALE00813,02-01-2021,CUST1627,EMP031,PROD013,1,0.15,107,90.95,52.95,Cash,4,Bangalore
SALE00814,22-01-2020,CUST1186,EMP016,PROD007,1,0,125,125,48,Cash,4,Delhi
SALE00815,07-04-2023,CUST0642,EMP089,PROD025,1,0.05,106,100.7,27.7,Cash,4,Chennai
SALE00816,07-07-2018,CUST0113,EMP039,PROD013,4,0,428,428,276,Cash,1,Ahmedabad
SALE00817,29-12-2023,CUST1146,EMP007,PROD022,3,0.15,207,175.95,31.95,Wallet,1,Mumbai
SALE00818,23-01-2018,CUST1265,EMP053,PROD001,2,0,154,154,90,Wallet,4,Ahmedabad
SALE00819,01-05-2023,CUST0951,EMP055,PROD001,1,0.1,77,69.3,37.3,Cash,4,Delhi
SALE00820,03-11-2020,CUST1060,EMP043,PROD022,2,0,138,138,42,Cash,1,Bangalore
SALE00821,19-08-2022,CUST1219,EMP009,PROD010,2,0.05,256,243.2,89.2,UPI,3,Pune
SALE00822,26-09-2020,CUST0863,EMP062,PROD001,4,0.05,308,292.6,164.6,Card,2,Delhi
SALE00823,29-08-2021,CUST1633,EMP006,PROD007,1,0.05,125,118.75,41.75,UPI,5,Mumbai
SALE00824,08-10-2018,CUST0893,EMP066,PROD002,3,0.1,300,270,171,Card,2,Jaipur
SALE00825,13-02-2021,CUST0962,EMP040,PROD007,3,0.1,375,337.5,106.5,UPI,1,Bangalore
SALE00826,21-05-2023,CUST1061,EMP076,PROD025,2,0,212,212,66,Card,5,Pune
SALE00827,25-06-2020,CUST1678,EMP072,PROD007,1,0.15,125,106.25,29.25,UPI,2,Pune
SALE00828,31-10-2021,CUST0411,EMP082,PROD019,2,0,176,176,86,UPI,2,Mumbai
SALE00829,31-08-2023,CUST1368,EMP061,PROD020,4,0.1,464,417.6,253.6,UPI,5,Pune
SALE00830,05-02-2020,CUST0614,EMP054,PROD013,3,0.05,321,304.95,190.95,Cash,4,Pune
SALE00831,25-09-2018,CUST1795,EMP006,PROD018,4,0.05,596,566.2,286.2,Cash,2,Mumbai
SALE00832,15-07-2023,CUST1420,EMP030,PROD020,4,0.05,464,440.8,276.8,Card,4,Jaipur
SALE00833,04-11-2020,CUST1505,EMP043,PROD020,4,0.05,464,440.8,276.8,Wallet,2,Bangalore
SALE00834,13-04-2021,CUST1692,EMP001,PROD003,3,0,390,390,129,Cash,3,Bangalore
SALE00835,12-03-2021,CUST0062,EMP072,PROD015,1,0.05,67,63.65,18.65,UPI,4,Pune
SALE00836,14-01-2020,CUST0399,EMP081,PROD019,3,0,264,264,129,Cash,2,Bangalore
SALE00837,22-12-2022,CUST0406,EMP037,PROD001,2,0.05,154,146.3,82.3,UPI,2,Ahmedabad
SALE00838,23-02-2022,CUST0696,EMP071,PROD005,2,0.05,240,228,134,Card,1,Hyderabad
SALE00839,01-11-2022,CUST0361,EMP034,PROD013,1,0,107,107,69,Card,4,Hyderabad
SALE00840,01-08-2019,CUST1342,EMP015,PROD022,3,0.05,207,196.65,52.65,UPI,4,Jaipur
SALE00841,14-01-2021,CUST0492,EMP048,PROD016,3,0.05,393,373.35,109.35,Wallet,1,Pune
SALE00842,13-12-2020,CUST0243,EMP019,PROD007,2,0.05,250,237.5,83.5,Card,5,Bangalore
SALE00843,26-12-2018,CUST0775,EMP089,PROD020,3,0.1,348,313.2,190.2,Wallet,2,Chennai
SALE00844,11-11-2018,CUST0095,EMP079,PROD009,2,0.1,180,162,78,Card,3,Delhi
SALE00845,26-03-2021,CUST0507,EMP007,PROD003,3,0.05,390,370.5,109.5,Wallet,2,Mumbai
SALE00846,20-06-2020,CUST1490,EMP011,PROD022,4,0,276,276,84,Card,5,Chennai
SALE00847,04-02-2020,CUST0795,EMP083,PROD009,3,0.15,270,229.5,103.5,Wallet,2,Pune
SALE00848,05-05-2021,CUST0660,EMP048,PROD020,4,0.15,464,394.4,230.4,Wallet,3,Pune
SALE00849,11-10-2023,CUST1191,EMP052,PROD024,1,0.05,118,112.1,28.1,Card,2,Pune
SALE00850,21-03-2023,CUST0926,EMP031,PROD016,4,0.05,524,497.8,145.8,UPI,4,Bangalore
SALE00851,13-05-2018,CUST0773,EMP074,PROD008,2,0.1,244,219.6,67.6,UPI,5,Hyderabad
SALE00852,13-08-2023,CUST0174,EMP018,PROD017,1,0.1,90,81,34,Wallet,5,Lucknow
SALE00853,21-02-2019,CUST0721,EMP030,PROD010,1,0.15,128,108.8,31.8,UPI,4,Jaipur
SALE00854,28-04-2022,CUST0924,EMP060,PROD013,4,0.15,428,363.8,211.8,UPI,4,Delhi
SALE00856,05-01-2022,CUST0479,EMP034,PROD008,1,0.1,122,109.8,33.8,Cash,3,Hyderabad
SALE00857,19-02-2022,CUST1726,EMP065,PROD012,1,0.1,73,65.7,31.7,Card,1,Mumbai
SALE00858,19-07-2019,CUST0243,EMP010,PROD023,3,0,342,342,222,Card,3,Jaipur
SALE00859,20-11-2021,CUST0403,EMP087,PROD014,3,0.1,219,197.1,74.1,UPI,3,Lucknow
SALE00860,29-03-2018,CUST0391,EMP078,PROD014,2,0.1,146,131.4,49.4,Cash,3,Kolkata
SALE00861,08-05-2019,CUST0578,EMP045,PROD020,4,0.15,464,394.4,230.4,Cash,4,Lucknow
SALE00862,20-08-2022,CUST1340,EMP066,PROD002,2,0.15,200,170,104,Card,2,Jaipur
SALE00863,22-01-2023,CUST1482,EMP027,PROD001,4,0.05,308,292.6,164.6,Wallet,4,Lucknow
SALE00864,03-08-2021,CUST0698,EMP011,PROD019,3,0.05,264,250.8,115.8,Wallet,4,Chennai
SALE00865,13-07-2023,CUST0430,EMP057,PROD022,4,0,276,276,84,UPI,2,Hyderabad
SALE00866,21-03-2021,CUST1183,EMP017,PROD019,3,0,264,264,129,Wallet,3,Pune
SALE00867,27-06-2021,CUST0696,EMP029,PROD008,4,0.15,488,414.8,110.8,Wallet,5,Pune
SALE00868,15-01-2018,CUST0614,EMP042,PROD020,1,0,116,116,75,Card,2,Ahmedabad
SALE00869,02-12-2020,CUST0677,EMP073,PROD015,4,0.15,268,227.8,47.8,Card,4,Pune
SALE00870,14-02-2020,CUST0131,EMP069,PROD021,4,0.05,328,311.6,103.6,Wallet,1,Lucknow
SALE00871,05-07-2020,CUST0674,EMP073,PROD019,4,0.1,352,316.8,136.8,Cash,2,Pune
SALE00872,05-07-2019,CUST0214,EMP087,PROD016,2,0,262,262,86,Wallet,1,Lucknow
SALE00873,08-06-2022,CUST0383,EMP026,PROD025,1,0.15,106,90.1,17.1,UPI,2,Chennai
SALE00874,13-09-2018,CUST0478,EMP038,PROD025,1,0.15,106,90.1,17.1,Cash,3,Pune
SALE00875,19-03-2021,CUST1062,EMP002,PROD001,2,0.1,154,138.6,74.6,Wallet,4,Bangalore
SALE00876,02-03-2020,CUST0322,EMP015,PROD001,2,0.15,154,130.9,66.9,Wallet,1,Jaipur
SALE00877,07-03-2020,CUST0797,EMP027,PROD012,2,0.05,146,138.7,70.7,UPI,4,Lucknow
SALE00878,02-08-2018,CUST1676,EMP086,PROD001,4,0.05,308,292.6,164.6,UPI,5,Hyderabad
SALE00879,30-12-2023,CUST0416,EMP065,PROD014,4,0.1,292,262.8,98.8,Card,1,Mumbai
SALE00880,23-10-2023,CUST0293,EMP058,PROD014,1,0.15,73,62.05,21.05,Card,5,Kolkata
SALE00881,04-07-2021,CUST0674,EMP073,PROD014,4,0.15,292,248.2,84.2,Wallet,5,Pune
SALE00882,26-08-2018,CUST0081,EMP012,PROD004,3,0.15,456,387.6,141.6,UPI,3,Mumbai
SALE00883,19-04-2018,CUST0801,EMP079,PROD007,2,0.15,250,212.5,58.5,Card,2,Delhi
SALE00884,22-11-2018,CUST1266,EMP056,PROD014,4,0.15,292,248.2,84.2,Card,5,Lucknow
SALE00885,21-04-2023,CUST0196,EMP051,PROD016,1,0.05,131,124.45,36.45,Card,3,Chennai
SALE00886,05-12-2023,CUST1287,EMP069,PROD006,3,0,357,357,102,Card,4,Lucknow
SALE00887,05-12-2021,CUST0843,EMP071,PROD006,1,0.1,119,107.1,22.1,Cash,1,Hyderabad
SALE00888,01-10-2020,CUST1034,EMP042,PROD010,4,0.15,512,435.2,127.2,Card,3,Ahmedabad
SALE00889,26-05-2023,CUST0425,EMP065,PROD017,1,0.15,90,76.5,29.5,Cash,1,Mumbai
SALE00890,29-09-2019,CUST1309,EMP089,PROD023,4,0.15,456,387.6,227.6,UPI,4,Chennai
SALE00891,06-11-2020,CUST1753,EMP025,PROD017,4,0,360,360,172,Cash,3,Jaipur
SALE00892,22-07-2022,CUST0235,EMP018,PROD011,3,0.15,315,267.75,21.75,Wallet,4,Lucknow
SALE00893,27-05-2023,CUST0140,EMP011,PROD004,2,0.15,304,258.4,94.4,Card,4,Chennai
SALE00894,19-07-2020,CUST1681,EMP036,PROD012,2,0.05,146,138.7,70.7,Cash,5,Pune
SALE00895,26-06-2021,CUST0206,EMP023,PROD007,3,0,375,375,144,Wallet,2,Pune
SALE00896,05-04-2020,CUST0159,EMP086,PROD021,1,0.1,82,73.8,21.8,Card,4,Hyderabad
SALE00897,14-05-2018,CUST0734,EMP023,PROD012,2,0,146,146,78,Card,4,Pune
SALE00898,05-03-2021,CUST1427,EMP007,PROD008,1,0.15,122,103.7,27.7,UPI,4,Mumbai
SALE00899,22-01-2019,CUST0108,EMP077,PROD010,1,0,128,128,51,Wallet,2,Jaipur
SALE00900,27-04-2018,CUST0512,EMP048,PROD015,2,0.05,134,127.3,37.3,Cash,1,Pune
SALE00901,10-08-2019,CUST0864,EMP004,PROD007,1,0.1,125,112.5,35.5,Card,1,Kolkata
SALE00902,11-09-2023,CUST0452,EMP013,PROD006,2,0.05,238,226.1,56.1,Cash,4,Chennai
SALE00903,07-10-2022,CUST1050,EMP014,PROD023,3,0.1,342,307.8,187.8,Card,5,Chennai
SALE00904,27-08-2022,CUST0425,EMP070,PROD005,4,0.15,480,408,220,Cash,2,Hyderabad
SALE00905,04-01-2018,CUST0438,EMP014,PROD003,3,0.1,390,351,90,Card,1,Chennai
SALE00906,25-02-2019,CUST0824,EMP084,PROD015,3,0,201,201,66,Wallet,2,Delhi
SALE00907,04-03-2022,CUST0940,EMP029,PROD009,1,0.1,90,81,39,UPI,1,Pune
SALE00908,27-10-2019,CUST0138,EMP028,PROD018,4,0.1,596,536.4,256.4,Wallet,1,Pune
SALE00909,26-01-2018,CUST1460,EMP069,PROD014,2,0.1,146,131.4,49.4,Cash,5,Lucknow
SALE00910,31-03-2020,CUST0665,EMP081,PROD020,4,0.05,464,440.8,276.8,UPI,2,Bangalore
SALE00911,20-03-2019,CUST1302,EMP089,PROD003,3,0.15,390,331.5,70.5,Cash,3,Chennai
SALE00912,20-02-2022,CUST0037,EMP078,PROD020,4,0.15,464,394.4,230.4,Card,5,Kolkata
SALE00913,27-07-2021,CUST1204,EMP002,PROD014,2,0,146,146,64,Cash,3,Bangalore
SALE00914,10-10-2019,CUST0485,EMP055,PROD003,2,0,260,260,86,Cash,2,Delhi
SALE00915,04-08-2021,CUST0768,EMP064,PROD001,3,0.05,231,219.45,123.45,Card,4,Delhi
SALE00916,22-02-2019,CUST0419,EMP083,PROD001,1,0.05,77,73.15,41.15,Wallet,3,Pune
SALE00917,01-05-2022,CUST0275,EMP036,PROD019,3,0,264,264,129,Wallet,3,Pune
SALE00918,15-11-2018,CUST1538,EMP004,PROD013,2,0.1,214,192.6,116.6,UPI,2,Kolkata
SALE00919,29-03-2020,CUST0422,EMP070,PROD003,1,0.05,130,123.5,36.5,Card,5,Hyderabad
SALE00920,24-05-2023,CUST1788,EMP049,PROD020,3,0.05,348,330.6,207.6,Wallet,1,Ahmedabad
SALE00921,16-03-2020,CUST0133,EMP063,PROD006,1,0.05,119,113.05,28.05,Cash,2,Lucknow
SALE00922,03-10-2023,CUST0419,EMP017,PROD019,1,0.05,88,83.6,38.6,Card,2,Pune
SALE00923,20-04-2020,CUST1040,EMP011,PROD001,4,0.15,308,261.8,133.8,UPI,2,Chennai
SALE00924,09-11-2021,CUST1478,EMP026,PROD021,2,0.15,164,139.4,35.4,Card,5,Chennai
SALE00925,27-12-2018,CUST0510,EMP039,PROD018,3,0.15,447,379.95,169.95,Card,3,Ahmedabad
SALE00926,02-07-2022,CUST1767,EMP062,PROD007,1,0.1,125,112.5,35.5,Wallet,4,Delhi
SALE00927,04-12-2022,CUST0344,EMP061,PROD006,4,0.15,476,404.6,64.6,Wallet,2,Pune
SALE00928,16-12-2019,CUST1679,EMP062,PROD012,1,0.15,73,62.05,28.05,Wallet,1,Delhi
SALE00929,14-01-2023,CUST1555,EMP039,PROD006,2,0.05,238,226.1,56.1,UPI,4,Ahmedabad
SALE00930,11-09-2020,CUST0950,EMP040,PROD011,4,0.1,420,378,50,Wallet,5,Bangalore
SALE00931,19-10-2019,CUST1242,EMP062,PROD009,1,0.1,90,81,39,Card,4,Delhi
SALE00932,09-03-2018,CUST0401,EMP020,PROD023,2,0,228,228,148,Cash,5,Ahmedabad
SALE00933,23-11-2022,CUST1496,EMP048,PROD007,4,0.15,500,425,117,Wallet,4,Pune
SALE00934,03-07-2021,CUST1521,EMP048,PROD024,4,0.15,472,401.2,65.2,UPI,5,Pune
SALE00935,22-11-2022,CUST0146,EMP053,PROD022,1,0,69,69,21,Wallet,5,Ahmedabad
SALE00936,20-05-2018,CUST0333,EMP025,PROD010,4,0.1,512,460.8,152.8,UPI,5,Jaipur
SALE00937,23-07-2021,CUST1453,EMP063,PROD001,3,0,231,231,135,Wallet,4,Lucknow
SALE00938,19-03-2022,CUST1507,EMP032,PROD024,2,0.15,236,200.6,32.6,Cash,3,Ahmedabad
SALE00939,03-06-2021,CUST1293,EMP087,PROD007,1,0.05,125,118.75,41.75,UPI,5,Lucknow
SALE00940,19-03-2020,CUST0933,EMP088,PROD021,2,0.1,164,147.6,43.6,Card,5,Pune
SALE00941,30-11-2023,CUST1185,EMP085,PROD016,2,0,262,262,86,Cash,1,Mumbai
SALE00942,11-08-2023,CUST1320,EMP050,PROD023,4,0,456,456,296,Card,4,Ahmedabad
SALE00943,01-03-2023,CUST0340,EMP055,PROD010,3,0.1,384,345.6,114.6,Wallet,5,Delhi
SALE00944,02-05-2023,CUST0631,EMP053,PROD018,1,0,149,149,79,UPI,2,Ahmedabad
SALE00945,21-11-2023,CUST0551,EMP027,PROD015,4,0.1,268,241.2,61.2,Cash,2,Lucknow
SALE00946,12-01-2018,CUST1672,EMP063,PROD025,1,0,106,106,33,Cash,4,Lucknow
SALE00947,05-11-2022,CUST1076,EMP054,PROD006,3,0.15,357,303.45,48.45,Card,2,Pune
SALE00948,24-06-2019,CUST0768,EMP024,PROD020,2,0.05,232,220.4,138.4,Wallet,2,Lucknow
SALE00949,22-06-2019,CUST1030,EMP015,PROD022,4,0.05,276,262.2,70.2,Card,2,Jaipur
SALE00950,21-04-2022,CUST0121,EMP024,PROD013,2,0.1,214,192.6,116.6,Wallet,4,Lucknow
SALE00951,26-07-2022,CUST1284,EMP080,PROD015,1,0.05,67,63.65,18.65,Cash,3,Delhi
SALE00952,14-05-2020,CUST0176,EMP049,PROD001,1,0.1,77,69.3,37.3,Cash,3,Ahmedabad
SALE00953,22-03-2023,CUST0061,EMP075,PROD025,2,0.15,212,180.2,34.2,Wallet,1,Chennai
SALE00954,01-05-2022,CUST0020,EMP008,PROD019,3,0,264,264,129,Cash,1,Ahmedabad
SALE00955,12-11-2021,CUST0433,EMP067,PROD013,1,0.15,107,90.95,52.95,UPI,4,Kolkata
SALE00956,17-04-2020,CUST0970,EMP044,PROD007,4,0.1,500,450,142,UPI,3,Jaipur
SALE00957,20-09-2020,CUST0646,EMP031,PROD005,3,0.15,360,306,165,Wallet,5,Bangalore
SALE00958,25-12-2020,CUST0118,EMP046,PROD025,3,0,318,318,99,Cash,4,Hyderabad
SALE00959,14-12-2018,CUST1783,EMP090,PROD010,4,0.05,512,486.4,178.4,Cash,5,Pune
SALE00960,07-01-2020,CUST0252,EMP068,PROD005,3,0.05,360,342,201,UPI,4,Delhi
SALE00961,18-10-2020,CUST1267,EMP088,PROD002,4,0.15,400,340,208,Card,1,Pune
SALE00963,10-11-2021,CUST1389,EMP057,PROD011,2,0.15,210,178.5,14.5,Wallet,5,Hyderabad
SALE00964,26-02-2019,CUST1627,EMP011,PROD021,3,0.15,246,209.1,53.1,Wallet,1,Chennai
SALE00965,06-03-2022,CUST1504,EMP050,PROD012,3,0.05,219,208.05,106.05,Card,5,Ahmedabad
SALE00966,19-01-2019,CUST1795,EMP074,PROD009,1,0.05,90,85.5,43.5,Wallet,1,Hyderabad
SALE00967,10-11-2021,CUST0618,EMP087,PROD008,4,0.05,488,463.6,159.6,Wallet,1,Lucknow
SALE00968,06-04-2020,CUST0988,EMP085,PROD014,2,0.05,146,138.7,56.7,Card,2,Mumbai
SALE00969,03-09-2019,CUST1543,EMP085,PROD019,1,0,88,88,43,Wallet,1,Mumbai
SALE00970,08-03-2018,CUST0329,EMP042,PROD009,4,0.1,360,324,156,Card,3,Ahmedabad
SALE00971,18-06-2023,CUST1364,EMP061,PROD022,1,0.05,69,65.55,17.55,Wallet,1,Pune
SALE00972,12-08-2021,CUST1630,EMP089,PROD018,3,0.05,447,424.65,214.65,Cash,3,Chennai
SALE00973,14-09-2022,CUST0773,EMP049,PROD001,4,0.05,308,292.6,164.6,Card,3,Ahmedabad
SALE00974,06-10-2022,CUST0237,EMP038,PROD013,1,0,107,107,69,Cash,3,Pune
SALE00975,08-01-2019,CUST1517,EMP076,PROD024,2,0,236,236,68,UPI,2,Pune
SALE00976,25-11-2018,CUST1748,EMP041,PROD005,4,0,480,480,292,UPI,1,Pune
SALE00977,07-04-2021,CUST1209,EMP069,PROD003,2,0.15,260,221,47,Wallet,3,Lucknow
SALE00978,21-04-2020,CUST1580,EMP047,PROD010,2,0.05,256,243.2,89.2,Cash,4,Lucknow
SALE00979,20-04-2018,CUST0019,EMP069,PROD023,4,0.1,456,410.4,250.4,Card,3,Lucknow
SALE00980,23-09-2019,CUST1715,EMP029,PROD012,4,0.15,292,248.2,112.2,Card,5,Pune
SALE00981,05-08-2020,CUST0581,EMP019,PROD008,1,0.1,122,109.8,33.8,UPI,5,Bangalore
SALE00982,10-10-2019,CUST1411,EMP016,PROD024,3,0.15,354,300.9,48.9,Card,4,Delhi
SALE00983,10-01-2023,CUST0597,EMP049,PROD013,1,0.1,107,96.3,58.3,Card,2,Ahmedabad
SALE00984,15-04-2022,CUST1737,EMP029,PROD018,1,0.05,149,141.55,71.55,Wallet,4,Pune
SALE00985,13-06-2022,CUST0613,EMP085,PROD003,2,0,260,260,86,Wallet,3,Mumbai
SALE00986,21-07-2018,CUST0866,EMP087,PROD012,4,0.1,292,262.8,126.8,Wallet,4,Lucknow
SALE00987,25-04-2022,CUST0148,EMP068,PROD021,3,0.1,246,221.4,65.4,Card,5,Delhi
SALE00988,13-03-2022,CUST0807,EMP013,PROD018,2,0.1,298,268.2,128.2,Cash,3,Chennai
SALE00989,01-10-2019,CUST0938,EMP084,PROD017,2,0.05,180,171,77,Wallet,4,Delhi
SALE00990,31-08-2022,CUST0597,EMP019,PROD019,2,0.05,176,167.2,77.2,Card,1,Bangalore
SALE00991,30-12-2021,CUST0742,EMP074,PROD006,1,0.05,119,113.05,28.05,Wallet,4,Hyderabad
SALE00992,08-10-2021,CUST1392,EMP022,PROD015,1,0,67,67,22,UPI,4,Mumbai
SALE00993,19-07-2023,CUST0368,EMP007,PROD009,1,0.1,90,81,39,Wallet,2,Mumbai
SALE00994,20-01-2021,CUST1285,EMP052,PROD024,2,0,236,236,68,Cash,2,Pune
SALE00995,10-05-2022,CUST0813,EMP063,PROD015,3,0.05,201,190.95,55.95,Wallet,1,Lucknow
SALE00996,23-11-2019,CUST1593,EMP060,PROD022,4,0.1,276,248.4,56.4,Wallet,3,Delhi
SALE00997,29-12-2019,CUST0024,EMP016,PROD003,1,0,130,130,43,Cash,4,Delhi
SALE00998,29-10-2019,CUST1314,EMP086,PROD023,2,0,228,228,148,Wallet,3,Hyderabad
SALE00999,11-06-2021,CUST1421,EMP013,PROD019,2,0.15,176,149.6,59.6,Wallet,4,Chennai
SALE01000,01-06-2020,CUST0612,EMP074,PROD016,2,0,262,262,86,UPI,1,Hyderabad
SALE01001,15-01-2022,CUST1462,EMP069,PROD018,2,0.15,298,253.3,113.3,Cash,4,Lucknow
SALE01002,28-10-2021,CUST1139,EMP069,PROD022,4,0,276,276,84,Cash,2,Lucknow
SALE01003,13-02-2018,CUST1349,EMP016,PROD010,2,0.05,256,243.2,89.2,Cash,5,Delhi
SALE01004,20-02-2020,CUST0916,EMP041,PROD018,1,0,149,149,79,Card,5,Pune
SALE01005,20-10-2018,CUST0423,EMP084,PROD008,2,0,244,244,92,UPI,1,Delhi
SALE01006,24-12-2019,CUST0174,EMP016,PROD004,3,0.1,456,410.4,164.4,Card,4,Delhi
SALE01007,27-01-2018,CUST1348,EMP001,PROD008,2,0.1,244,219.6,67.6,Cash,5,Bangalore
SALE01008,23-02-2023,CUST1604,EMP038,PROD024,4,0.05,472,448.4,112.4,Wallet,3,Pune
SALE01009,08-02-2018,CUST1071,EMP046,PROD019,2,0,176,176,86,Cash,2,Hyderabad
SALE01010,19-04-2023,CUST0076,EMP025,PROD005,2,0.1,240,216,122,Card,2,Jaipur
SALE01011,17-12-2018,CUST1234,EMP071,PROD014,2,0.1,146,131.4,49.4,UPI,2,Hyderabad
SALE01012,20-12-2020,CUST1494,EMP080,PROD001,4,0,308,308,180,UPI,3,Delhi
SALE01013,23-08-2019,CUST0782,EMP084,PROD010,2,0.15,256,217.6,63.6,Wallet,1,Delhi
SALE01014,12-05-2022,CUST0521,EMP087,PROD013,4,0.05,428,406.6,254.6,Card,1,Lucknow
SALE01015,02-06-2023,CUST1290,EMP035,PROD011,2,0.1,210,189,25,Card,4,Jaipur
SALE01016,26-07-2021,CUST1683,EMP020,PROD007,3,0.15,375,318.75,87.75,Wallet,1,Ahmedabad
SALE01017,14-03-2018,CUST1237,EMP032,PROD014,1,0.1,73,65.7,24.7,Cash,5,Ahmedabad
SALE01018,02-08-2019,CUST0226,EMP088,PROD004,4,0,608,608,280,UPI,1,Pune
SALE01019,21-08-2022,CUST0744,EMP043,PROD008,3,0.05,366,347.7,119.7,Card,3,Bangalore
SALE01020,01-02-2019,CUST0021,EMP013,PROD019,4,0.05,352,334.4,154.4,Wallet,1,Chennai
SALE01021,15-05-2021,CUST1604,EMP016,PROD005,2,0.1,240,216,122,Wallet,1,Delhi
SALE01022,18-02-2019,CUST1084,EMP045,PROD013,3,0.1,321,288.9,174.9,Cash,1,Lucknow
SALE01023,19-12-2020,CUST0350,EMP041,PROD001,4,0.05,308,292.6,164.6,UPI,5,Pune
SALE01024,01-04-2020,CUST1130,EMP077,PROD025,4,0.15,424,360.4,68.4,Card,3,Jaipur
SALE01025,03-06-2019,CUST0020,EMP088,PROD016,2,0.05,262,248.9,72.9,Card,4,Pune
SALE01026,03-05-2018,CUST1163,EMP035,PROD018,1,0.1,149,134.1,64.1,Card,5,Jaipur
SALE01027,24-03-2020,CUST0857,EMP059,PROD009,2,0.15,180,153,69,UPI,4,Jaipur
SALE01028,30-07-2018,CUST1029,EMP037,PROD009,3,0.15,270,229.5,103.5,Card,3,Ahmedabad
SALE01029,29-07-2023,CUST1302,EMP012,PROD001,3,0.15,231,196.35,100.35,UPI,1,Mumbai
SALE01030,14-06-2019,CUST1300,EMP011,PROD006,1,0.05,119,113.05,28.05,Cash,2,Chennai
SALE01031,24-12-2019,CUST1179,EMP008,PROD020,1,0.1,116,104.4,63.4,Wallet,1,Ahmedabad
SALE01032,22-09-2018,CUST0869,EMP087,PROD008,2,0.15,244,207.4,55.4,Wallet,5,Lucknow
SALE01033,14-03-2023,CUST1404,EMP087,PROD014,1,0.15,73,62.05,21.05,Cash,5,Lucknow
SALE01034,19-04-2018,CUST0390,EMP001,PROD023,4,0.1,456,410.4,250.4,Card,5,Bangalore
SALE01035,20-07-2023,CUST1401,EMP078,PROD017,1,0.15,90,76.5,29.5,Card,5,Kolkata
SALE01036,11-01-2021,CUST0461,EMP023,PROD003,1,0.1,130,117,30,Card,5,Pune
SALE01037,30-10-2021,CUST0724,EMP007,PROD022,4,0.15,276,234.6,42.6,Wallet,2,Mumbai
SALE01039,21-02-2019,CUST0613,EMP062,PROD011,3,0.1,315,283.5,37.5,Card,1,Delhi
SALE01040,23-01-2018,CUST1512,EMP081,PROD006,4,0.05,476,452.2,112.2,UPI,5,Bangalore
SALE01041,14-04-2020,CUST1692,EMP005,PROD013,4,0.15,428,363.8,211.8,Cash,3,Hyderabad
SALE01042,18-05-2020,CUST0013,EMP079,PROD011,4,0.1,420,378,50,UPI,3,Delhi
SALE01043,25-07-2018,CUST0220,EMP001,PROD023,3,0.05,342,324.9,204.9,Wallet,3,Bangalore
SALE01044,03-03-2018,CUST0019,EMP013,PROD009,4,0.15,360,306,138,Card,1,Chennai
SALE01045,25-06-2018,CUST1084,EMP066,PROD020,2,0.15,232,197.2,115.2,Cash,4,Jaipur
SALE01046,15-11-2023,CUST0015,EMP020,PROD016,3,0.05,393,373.35,109.35,Wallet,4,Ahmedabad
SALE01047,18-03-2022,CUST0767,EMP039,PROD004,3,0.15,456,387.6,141.6,Card,5,Ahmedabad
SALE01048,13-11-2023,CUST1663,EMP035,PROD006,1,0.15,119,101.15,16.15,Wallet,2,Jaipur
SALE01049,12-01-2023,CUST0287,EMP046,PROD017,4,0,360,360,172,UPI,2,Hyderabad
SALE01050,28-12-2023,CUST0227,EMP025,PROD013,3,0,321,321,207,Card,4,Jaipur
SALE01051,25-04-2020,CUST0863,EMP043,PROD003,1,0.05,130,123.5,36.5,Card,4,Bangalore
SALE01052,06-11-2018,CUST1363,EMP035,PROD024,1,0.15,118,100.3,16.3,Wallet,5,Jaipur
SALE01053,22-10-2022,CUST1015,EMP088,PROD017,2,0.1,180,162,68,Wallet,5,Pune
SALE01054,31-10-2019,CUST1487,EMP050,PROD011,2,0,210,210,46,Cash,1,Ahmedabad
SALE01055,11-05-2019,CUST0259,EMP020,PROD017,3,0,270,270,129,Card,1,Ahmedabad
SALE01056,21-04-2020,CUST1390,EMP044,PROD009,4,0,360,360,192,Wallet,4,Jaipur
SALE01057,27-02-2021,CUST0593,EMP037,PROD021,4,0,328,328,120,Wallet,2,Ahmedabad
SALE01058,17-01-2020,CUST1265,EMP020,PROD025,2,0.05,212,201.4,55.4,UPI,1,Ahmedabad
SALE01059,08-09-2022,CUST1770,EMP034,PROD013,2,0.15,214,181.9,105.9,Card,4,Hyderabad
SALE01060,22-06-2023,CUST1447,EMP014,PROD019,2,0.05,176,167.2,77.2,Card,2,Chennai
SALE01061,22-08-2018,CUST0247,EMP017,PROD003,4,0,520,520,172,UPI,2,Pune
SALE01062,04-07-2018,CUST0300,EMP055,PROD018,1,0.05,149,141.55,71.55,Cash,1,Delhi
SALE01063,15-04-2023,CUST0779,EMP053,PROD011,3,0.05,315,299.25,53.25,Card,3,Ahmedabad
SALE01064,08-02-2022,CUST0873,EMP062,PROD020,1,0.15,116,98.6,57.6,Cash,3,Delhi
